session_id,user_id,campaign_id,page_url,referrer_url,timestamp,device_type,country
S0002791,U006769,C00551,/home,https://www.google.com/,2024-06-15 11:57:59,desktop,CA
S0001849,U000204,,/cart,https://partnerblog.example.com/  ,2024-02-11 21:27:43,desktop,US
S0005659,,,/category/kitchen,https://www.google.com/,2025-06-20 00:34:00,mobile,UK
S0006279,U006171,,//cart,https://www.google.com/,2025-11-06 08:40:07,desktop,United Kingdom
S0001667,U001058,,/search?q=rug,https://t.co/,2024-09-05 21:17:22,    desktop      ,Germany
S0006983,,,/product/1051,https://mail.google.com/,2025-06-07 13:08:02,mobile,US
S0005053,,,/cart,,2024-05-03 20:06:13,desktop,US
S0008644,,C00615,/product/0506,,2025-07-31 00:15:32,desktop,US
S0000651,,C00017,/checkout,,2025-05-06 16:31:58,mobile,US
S0004719,,C00626,/category/bedroom  ,https://www.facebook.com/,2024-01-31 22:31:36,mobile,Australia
S0008893,U005849,,/product/0131,,2025-06-08 02:31:54,mobile,Canada
S0001624,U008410,C00727,/PRODUCT/0150,https://partnerblog.example.com/,2024-12-07 12:08:51,mobile,US
S0001086,U000737,C00146,/home,https://www.google.com/,2024-03-25 21:28:34,mobile,US
S0008241,U008288,C00780,/home,https://t.co/,2024-11-21 03:23:35,mobile,US
S0006582,U003459,C00054,/search?q=dish towel,,2025-05-12 16:43:13, desktop ,US
S0003904,U003913,C00718,/product/1799,https://mail.google.com/,2025-05-10 08:24:32,MOBILE,DE
S0000841,U001619,C00087,/search?q=rug,,2025-06-21 08:38:33,mobile,US
S0004726,U008618,C00030,//product/1880,https://www.pinterest.com/,2024-08-16 04:12:01,desktop,BRAZIL
S0006482,U009793,,/home,,2024-08-18 19:26:51,desktop,US
S0009581,U002421,C00496,/PRODUCT/1481,https://www.google.com/,2025-10-24 08:53:20,mobile,US
S0003436,U007838,C00645,/product/1484,,2024-07-26 05:14:06,mobile,US
S0009100,,C00217,/home,https://www.instagram.com/  ,2024-08-20 21:32:59,desktop,US
S0003605,U005871,,/search?q=blanket,,2025-07-27 11:17:45,DESKTOP,US
S0005094,U002315,C00172,/search?q=storage bins,https://mail.google.com/,2025-06-13 12:11:37,mobile,United States
S0002036,,,/product/1896,,2024-07-23 10:42:42,desktop,US
S0005686,U000904,,/category/bedroom,,2025-08-27 02:03:52,desktop,US
S0006875,U004858,C00094,/category/decor,http://www.facebook.com/,2025-09-05 14:32:07,mobile,US
S0006725,U003273,C00494,/category/decor,,2024-01-27 12:55:11,mobile,US
S0002399,U003715,,/product/0499,,2025-05-24 21:51:45,MOBILE,US
S0001848,,C00006,/category/outdoor,https://www.facebook.com/,2025-01-20 10:43:18,DESKTOP,US
S0007597,,C00020,/home,https://www.bing.com/,2024-02-03 04:55:49,desktop,US    
S0008123,U004088,,/product/2519,,2024-03-23 22:09:19,mobile,CA
S0005378,U006842,,/product/0526 ,https://www.google.com/,2025-05-05 20:07:40,DESKTOP,US
S0007749,U007606,C00411,/checkout,http://www.google.com/,2025-08-21 17:28:20, mobile  ,Canada
S0001794,,,/product/2228,,2025-12-11 00:07:18,mobile,DE
S0005488,U000625,C00597,/checkout,https://www.facebook.com/,2024-07-21 13:18:23,mobile,India
S0003150,U005486,,/product/2106,https://www.google.com/,2024/02/30 12:15:00,mobile,AU
S0004597,,,/home,,2024-06-07 20:22:40,mobile,US
S0004119,U003726,,//category/new,https://www.google.com/,2025-03-24 15:05:18,mobile,US
S0001150,U000706,C00102,/category/decor,https://partnerblog.example.com/,2025-05-15 22:49:32,mobile, us
S0007244,,C00215,/home,https://partnerblog.example.com/,2025-12-03 19:37:57,desktop,United States 
S0007435,U000140,,/cart,https://partnerblog.example.com/,2024-06-07 18:48:58,mobile,CA
S0004986,U007885,,//product/0454,https://www.google.com/,2025-07-07 12:24:15,desktop,US
S0002097,,C00215,/cart,https://t.co/  ,2024-07-12 21:13:26,desktop,united states
S0001111,U001853,,/category/lighting,,2025-08-02 16:45:30,MOBILE,US
S0001097,U003653,,/category/kitchen,https://www.facebook.com/,2025-12-05 14:09:42,mobile,US
S0005440,U002912,C00136,/checkout,https://www.facebook.com/,2025-09-12 22:41:08,mobile,US
S0006476,U001497,C00056,/product/2103,https://www.google.com/,2025-02-26 05:33:32,mobile,US
S0001707,U007293,C00163,/category/kitchen,https://t.co/,2025-04-26 12:30:55,MOBILE,DE
S0001109,U007852,C00020,/home  ,https://www.pinterest.com/,2025-11-18 22:42:18,mobile,br
S0003382,U006748,C00630,/cart,https://t.co/,2024-12-16 20:57:02,tablet,US
S0000816,U007140,,/help,,2024-01-31 17:07:40,mobile,US
S0004774,,C00571,/product/1659,http://t.co/,2024-12-22 14:13:27,mobile,US
S0009633,U001646,C00156,/category/storage,https://partnerblog.example.com/,2024-07-03 07:20:21,  mobile  ,MX
S0007687,U002373,,/returns  ,https://www.google.com/,2024-05-12 00:44:01,desktop,DE
S0009448,U004961,,/cart,,2025-05-07 12:39:36,mobile,US
S0004724,U000980,C00581,/checkout,https://www.google.com/,2025-05-21 06:10:23,mobile,India
S0001167,U004323,,/home,,2024-10-19 02:43:25,mobile,US
S0004896,,,/product/0835,https://www.google.com/,2024-05-06 10:36:20,mobile,US
S0008306,,C00061,/search?q=vase,,2026-01-02 15:32:31,desktop,UK
S0001957,U005452,C00281,/home,https://partnerblog.example.com/,2024-09-23 04:02:21,mobile,Canada
S0003809,,,/help,https://www.google.com/  ,2025-03-26 23:41:17,desktop,India
S0001452,,,/home ,https://www.google.com/,2025-11-03 18:55:58,mobile,US
S0005913,U004249,C00662,/checkout,,2025-10-07 23:13:12,mobile,US
S0001667,,,/category/lighting,,2024-09-05 21:20:47,    desktop      ,Germany
S0004463,,,/product/0794,,2025-11-11 17:17:21,desktop,United Kingdom
S0002317,U001665,C00427,/product/1663 ,https://mail.google.com/,2024-12-04 16:47:18,mobile,UK
S0005144,U002275,C00759,/home,https://www.pinterest.com/,2025-01-24 01:36:15,desktop,US
S0007185,,C00662,/product/0107,http://mail.google.com/,2024-02-29 04:48:36,desktop,United States
S0001368,U001600,,/product/2494,https://www.google.com/ ,2024-07-26 04:57:36,mobile,US
S0004293,U005068,C00101,/category/office,,2024-08-18 14:04:26,mobile, US
S0001580,U005112,,/product/2306  ,https://www.google.com/,2025-04-24 19:59:32,desktop,India
S0001463,U006862,C00499,/CART,https://www.google.com/  ,2025-03-04 03:43:52,mobile,US
S0006148,,C00742,/category/sale,http://partnerblog.example.com/,2026-01-10 01:17:27,mobile,US
S0001618,,,/CHECKOUT,,2024-11-16 16:11:42,desktop,usa
S0007334,U003690,,/product/2344,https://www.google.com/,2025-05-04 22:35:39,mobile,AU
S0005020,U007824,C00147,/category/decor,,2025-05-22 14:27:31,mobile,United States
S0009654,U007066,,/home,https://www.facebook.com/,2025-03-27 17:07:41,mobile,usa
S0004488,U009028,,/search?q=storage bins,https://www.google.com/,2025-10-04 23:16:47,mobile,DE
S0005852,U005893,C00281,/category/sale,https://www.instagram.com/,2024-06-12 22:16:23,mobile,IN
S0001432,U007829,C00420,/home,https://www.google.com/,2024-05-11 05:53:31,mobile,United States
S0004413,,C00101,/Category/kitchen,https://www.instagram.com/ ,2025-01-20 05:28:25,desktop,usa
S0003607,U001515,,/home,https://www.facebook.com/,2025-03-05 05:08:09,  mobile      ,united states
S0000543,U002171,,/help,https://www.facebook.com/,2025-01-30 09:54:49,MOBILE,usa
S0004680,U002160,,/search?q=plant stand,,2025-09-12 01:21:55,mobile,United States
S0001662,U008263,C00101,/help,,2025-07-13 16:38:10,mobile,Australia
S0000939,U003651,C00566,/home,https://www.bing.com/,,mobile,US
S0007689,U004168,,/product/2479  ,https://www.bing.com/,2024-06-02 10:37:26,mobile,  MX      
S0002989,,C00217,/category/storage,,2024-06-05 00:11:10,mobile,United States
S0004652,,,/home,,2025-11-19 20:18:35,mobile,UNITED STATES
S0002142,U006787,,/category/kitchen,,2025-08-16 06:39:48,mobile,United States
S0007875,U002041,C00555,/category/kitchen,http://www.google.com/,2024-04-02 20:34:15,desktop,US
S0008681,,,/product/1932,https://www.instagram.com/,2025-07-31 22:05:53,desktop,US
S0003445,U007310,C00814,/product/2254,https://www.instagram.com/,2025-12-28 17:46:07,mobile, US
S0000488,U007808,,/cart,,2025-10-04 20:58:42,mobile,usa
S0004919,U004347,,/category/kitchen,,2024-07-25 20:40:26,    mobile  ,US
S0005441,U001171,C00094,/product/2590,https://www.bing.com/,2024-09-22 06:27:41,desktop,us
S0004981,U004124,C00217,/category/sale,https://www.google.com/,2025-03-27 04:15:53,mobile,us
S0008617,U000840,,/home  ,https://www.bing.com/,2024-01-23 07:00:25,mobile,US
S0005170,U007200,,/returns,https://www.pinterest.com/ ,2025-09-30 11:26:41,desktop,US
S0004664,,C00252,/home,https://www.google.com/,2025-01-12 21:59:13,mobile,US
S0007584,U004714,,/home,,2025-01-13 06:21:09,mobile,India
S0008045,U007915,C00252,/checkout,https://www.google.com/,2024-12-21 08:13:59,desktop,US
S0000506,U003485,,/checkout,https://www.facebook.com/,2024-08-10 11:38:11,desktop,US
S0006680,,,/product/2431,https://mail.google.com/,2025-11-28 20:50:57,mobile,AU
S0002706,,C00504,/product/1001,,2025-08-05 15:23:15,mobile,FRANCE
S0003326,U009316,C00094,/product/2365,https://www.facebook.com/,2024-10-13 06:52:29,mobile,Canada
S0005341,U000396,C00239,/category/storage,https://www.instagram.com/,2025-08-03 21:14:18,desktop,BR
S0001688,,,/home,https://partnerblog.example.com/,2025-05-25 05:05:43,mobile,US
S0008952,U002614,C00654,/cart,https://t.co/,2024-04-15 20:40:29,mobile,US
S0007414,,,/home,,2024-12-28 05:01:27,desktop,CA   
S0004102,U006169,C00489,/cart,https://www.facebook.com/,2024-09-14 08:27:26,mobile,UK
S0000044,,C00360,/checkout,https://www.google.com/,2024-06-27 14:14:46,mobile,CA
S0003746,U000859,C00063,/category/kitchen,,2025-01-03 03:39:05,tablet,US
S0008951,U009306,,/CART,,2024-09-02 03:20:28,mobile,CA
S0005553,U000963,C00215,/category/decor,https://www.facebook.com/,2024-12-23 00:25:33,mobile,  US   
S0008407,U009067,C00515,/wishlist,https://www.facebook.com/,2025-01-05 06:53:46,MOBILE,us
S0008215,,C00651,/home,https://www.google.com/,2025-10-06 08:52:33,mobile,US
S0006267,U009294,,/home,,2024-06-28 05:29:05,  mobile,US
S0002356,U005542,,/SEARCH?Q=PLANT STAND,https://partnerblog.example.com/,2024-08-16 04:58:58,desktop,US
S0005467,U006369,C00044,/category/bedroom,https://partnerblog.example.com/,2024-11-05 17:06:49,mobile,US
S0008577,U005878,,/account,,2025-03-29 10:43:26,mobile,US
S0002962,U003328,,/home,,2025-08-31 18:08:15,desktop,  US 
S0005942,U006310,C00805,/product/1868,,2025-12-20 23:02:15,mobile,United States
S0008984,,,/home,,2024-04-04 04:38:54,desktop,US
S0001926,U009860,C00136,/product/0479,https://partnerblog.example.com/,2025-08-16 08:12:03,MOBILE,US
S0006513,U007128,,/product/2173,http://partnerblog.example.com/  ,2025-09-30 08:50:13,desktop,UNITED STATES
S0000850,U000900,C00808,/product/0669,,2024-03-24 03:06:14,mobile,US  
S0005328,U008617,C00063,/checkout,http://t.co/,2024-10-20 23:20:55,mobile,US
S0002595,U007310,C00814,/home  ,,2025-02-11 16:14:01,desktop,US
S0005426,,C00476,/PRODUCT/2275,,2025-04-07 16:22:09,mobile,CANADA
S0005843,U003396,C00087,/home,https://www.instagram.com/,2025-06-02 13:41:08,mobile,usa
S0005282,U000741,C00163,/product/0360,,2025-12-31 21:28:34, mobile,US
S0008192,U001659,,/home,https://www.pinterest.com/,2024-11-29 08:58:12,desktop,US
S0005811,U005824,,/home ,https://www.google.com/,2025-10-20 13:34:30,desktop,US
S0001587,U009729,C00163,/product/1892,https://www.instagram.com/,2025-10-26 16:25:27,mobile,us
S0008945,,C00645,/home,https://www.google.com/,2025-01-11 00:46:58,desktop,US
S0009355,U002195,C00174,/product/0743,,2025-07-27 17:01:12,MOBILE,MX
S0009771,U008990,,/product/1783,https://www.facebook.com/,2025-10-14 01:26:59,mobile,US
S0005271,U003636,C00662,/HOME,,2024-01-29 00:43:00,mobile,Brazil
S0009425,U002787,,/product/2012,,2024-09-12 10:43:52,mobile,US
S0002355,U003082,,/product/0175,https://www.facebook.com/,2025-05-21 12:45:13,desktop,US
S0001598,,,/checkout,,2025-06-13 03:08:11,mobile,United States
S0004589,U003055,,/home,,2024-02-14 16:12:28,desktop,USA
S0007544,U009154,,/product/2344,,2025-07-09 04:12:02,mobile,US
S0009031,U003534,,/home,,2025-04-17 02:27:31,mobile,United States
S0009543,U001098,,/home,,2024-12-14 09:07:48,desktop,US
S0002187,U004605,C00169,/home,http://partnerblog.example.com/ ,01-99-2025 25:61:00,mobile,UK
S0008269,U004418,,/category/bath ,https://www.google.com/,2025-09-24 10:07:04,mobile,US
S0001364,U007620,,/cart,https://www.bing.com/  ,2024-06-10 12:27:47,desktop,UK
S0005261,U002093,C00087,/search?q=blanket,,,mobile,United States
S0000141,U000611,,/returns,,2024-09-09 16:07:10,mobile,US
S0004193,U008924,C00582,/product/1419,https://mail.google.com/,2024-03-25 11:07:03,desktop,US
S0007354,U005303,C00588,/product/2478,https://www.google.com/,2024-04-01 04:13:23,mobile,FRANCE
S0006200,U005434,C00217,/product/0860  ,,2025-05-09 17:49:28,desktop,US
S0000607,U009882,,/product/0649,,2026-01-08 10:32:18,mobile,CA
S0001733,,C00346,/category/bath,http://partnerblog.example.com/,2025-08-25 23:54:39,desktop,US
S0001863,U000656,,/home,https://www.instagram.com/,2025-02-24 18:02:09,mobile,US
S0008480,U004522,C00012,/product/0824,,2025-05-02 19:44:26,mobile,US
S0008650,U001831,C00140,/product/2513,https://partnerblog.example.com/,2024-11-18 00:00:41,mobile,US
S0000108,U009316,,/cart,,2024-07-27 08:37:15,desktop,US
S0005171,U004706,C00102,/home,https://www.google.com/,2025-09-27 07:20:44,mobile,US   
S0007196,U000082,,/category/decor,https://www.pinterest.com/,2025-12-30 03:32:05,desktop,United States
S0002771,U000304,C00566,/category/bedroom,,2025-09-12 16:16:05,  desktop,  US  
S0007153,U006754,,/category/office,https://www.instagram.com/,2024-01-15 23:14:03,mobile,IN
S0002588,,C00494,/product/1930,https://www.facebook.com/,2024-12-09 21:31:21,desktop,united states
S0003687,U009834,C00178,/category/storage,,2024-02-10 13:08:05,mobile,US
S0001915,U003948,C00217,/home,http://www.facebook.com/  ,2025-07-19 09:34:51,mobile,Mexico
S0004061,U006413,C00622,/product/0487,https://partnerblog.example.com/,2025-05-26 22:36:15,mobile,US
S0008085,U007164,C00759,/product/0261,,2024-05-13 07:47:16,mobile,MX
S0000613,U001929,C00499,/product/1831,https://www.google.com/,2025-05-08 10:46:13,mobile,DE
S0006741,U006417,C00496,/product/0888,https://mail.google.com/,2024-09-19 13:07:02,mobile,US
S0006949,,C00691,/search?q=rug,https://www.google.com/,2025-03-17 00:08:05,desktop,canada
S0002963,U000386,C00153,/category/storage  ,https://www.google.com/,2024-03-23 03:18:20,mobile,US
S0007994,,C00495,/checkout,https://www.facebook.com/,2024-08-17 10:04:35,mobile,US
S0009173,U006214,,/product/0894,https://www.bing.com/,2025-07-02 22:52:35,desktop,de
S0006998,U007032,C00585,/product/0319,,2024-11-09 12:17:03,desktop,US
S0003714,U003306,C00255,/category/kitchen,,2026-01-13 22:12:27,desktop,Canada
S0007959,,C00566,/search?q=blanket,http://www.google.com/,2024-02-19 23:39:44,mobile,MEXICO
S0002097,,C00215,/home,https://partnerblog.example.com/,2024-07-12 21:10:44,desktop,united states
S0007317,U006914,,/product/0730,https://www.facebook.com/,2024-10-20 19:53:40,mobile,US
S0005280,U002640,C00789,/product/0879,,2024-04-02 18:52:47,desktop,US
S0005131,U003838,C00798,/category/decor  ,https://www.google.com/,2024-04-14 13:49:50,mobile,Brazil
S0005276,,C00605,//category/storage,https://mail.google.com/,2025-04-09 20:22:50,desktop,united states
S0007502,,C00630,/category/bedroom ,,2024-05-12 16:47:55,mobile,US
S0002062,U001943,C00136,/product/2283,,2025-06-15 17:40:18, tablet,  US
S0004645,U002225,C00538,/checkout,,2024-08-06 00:04:48,desktop,    US  
S0005783,U008622,,/search?q=blanket,,2025-04-27 04:38:22,mobile,US
S0003848,U000046,C00759,/product/0748,,2024-12-07 11:37:11,  mobile ,AU
S0007421,,C00477,/checkout,https://www.instagram.com/,2024-06-21 06:13:37,desktop,Australia
S0006883,U002699,C00420,/home,https://www.google.com/,2024-11-01 01:27:59,mobile,US
S0003742,,,/product/1908,https://www.instagram.com/,2024-03-15 04:38:09,mobile,India
S0009613,U007347,C00087,/product/1260,https://www.facebook.com/,2025-08-11 07:24:36,mobile,DE
S0002986,,C00300,/category/office,https://www.instagram.com/,2024-05-28 02:06:17,tablet,US
S0001107,,,/account,https://www.pinterest.com/,2024-07-13 10:52:26,desktop,US
S0009361,U007758,C00217,/home,https://www.google.com/,2024-12-06 00:12:45,mobile,US
S0006823,,,/home,https://partnerblog.example.com/,2025-07-16 02:17:40,mobile,US
S0001593,U004949,,/returns,https://partnerblog.example.com/,2025-03-20 02:46:52,desktop, CA
S0008933,U008444,C00087,/search?q=rug,,2025-06-14 03:28:02,desktop,  Canada 
S0008950,U007257,C00151,/home,,2025-09-05 21:43:46,mobile,mexico
S0005288,U008493,,/category/bedroom,https://partnerblog.example.com/,2025-06-30 01:16:31,mobile,US
S0006511,U007575,C00426,/cart ,https://partnerblog.example.com/,2024-06-06 04:43:13,  mobile      ,United  States  
S0006752,,,/home,https://www.facebook.com/,2025-10-18 17:25:55,desktop,MX
S0003213,U008079,C00056,/home,https://www.facebook.com/,2025-12-17 09:08:20,mobile,US
S0009369,,,/product/1311,https://www.instagram.com/  ,2025-09-17 05:23:21,mobile,US
S0008726,U004306,,/home  ,https://www.facebook.com/,2024-07-07 13:57:07,mobile,US
S0001649,U003905,C00346,/category/new,https://www.google.com/,2024-05-08 05:41:24,desktop,US
S0006330,,,/checkout,,2025-03-16 15:51:49,desktop      ,United States
S0001658,U009472,C00281,/product/1725,,2025-02-22 02:29:57,desktop,US
S0007843,U004756,C00153,/product/0665,https://www.facebook.com/,2024-06-22 17:26:48,mobile,CA
S0004342,U002093,C00153,/product/1650,https://www.facebook.com/,2025-01-23 16:02:02,mobile,us
S0002344,U003000,C00640,/category/sale,https://www.facebook.com/,2024-04-29 01:49:41,mobile,US
S0000620,U003118,,/category/outdoor,,2024-09-08 09:31:17,mobile,MX
S0001139,U003126,,/PRODUCT/0240,,2026-01-09 13:51:31,mobile, us
S0002467,U001176,C00174,/checkout,,2025-07-25 10:59:50,desktop,US
S0007684,U005878,C00102,/product/0535,,2024-10-12 18:58:30,    desktop      ,Canada
S0001086,U000737,C00146,/home,https://www.google.com/,2024-03-25 21:26:06,mobile,US
S0005861,U009898,C00566,/home,https://www.bing.com/,2025-05-01 12:34:55,mobile,IN
S0000826,U003205,C00094,/cart,,2024-10-03 20:08:52,mobile,US
S0002093,,,/category/storage,,2025-03-15 12:36:51,mobile,US
S0003579,U000279,C00087,/category/lighting,,2025-09-09 01:46:15,  mobile   ,UK
S0007087,U003083,C00662,/search?q=blanket,,2024-02-19 18:47:07,mobile,Mexico   
S0009722,U001587,C00661,/product/1837 ,,2025-07-18 14:07:39,desktop,Canada
S0008453,U007190,C00100,/product/0851,,2024-07-03 04:28:39,mobile,UNITED KINGDOM
S0000191,U007246,C00005,/checkout ,https://www.instagram.com/,2024-12-09 00:29:14,  tablet ,Brazil
S0004811,,,/cart,https://www.bing.com/,2024-05-18 22:03:31,mobile,AU
S0003416,U004620,,/search?q=mug,https://www.google.com/,2025-10-07 21:53:32,desktop,Canada
S0001473,U009306,,/search?q=cutting+board,https://mail.google.com/,2025-12-09 16:15:28,mobile  ,US
S0001997,,C00425,/product/1458,,2025-12-31 05:57:08,mobile,UNITED STATES
S0007411,U000699,,/product/2120,https://mail.google.com/,2025-02-24 11:28:02,mobile,US
S0008583,U007331,,/PRODUCT/2328,https://www.google.com/,2024-05-18 20:35:26,mobile,US
S0004493,,C00622,/product/0864,,2025-01-28 05:19:49,mobile,US
S0008464,U006641,,/search?q=storage bins,,2024-10-11 05:53:11,MOBILE,India
S0003856,U002403,,/search?q=chair,https://partnerblog.example.com/,2024-09-14 04:50:41,mobile,US
S0006415,,C00651,/home ,https://mail.google.com/,2025-06-19 21:00:48,mobile,US
S0005125,U005847,C00504,/category/office,,2024-11-19 14:08:03,mobile,US
S0009248,,C00496,/cart,https://www.facebook.com/,2025-07-24 22:53:31,mobile,  US
S0004682,,,/category/storage,https://www.google.com/,2025-04-03 19:13:22,mobile,usa
S0000974,,C00703,/HOME,,2025-11-20 15:17:01,desktop,MX
S0007496,U004842,,/product/0280,https://www.google.com/,2024-03-30 06:37:25,mobile,US
S0001215,U006563,,/search?q=rug,https://t.co/,2025-01-13 11:20:50,mobile,United States
S0002540,,,/category/decor,https://www.google.com/,2024-05-18 17:09:33,mobile,US
S0001908,U000900,C00087,/category/decor ,https://www.google.com/,2024-05-03 09:47:44,mobile,France
S0005950,U007140,,/home,https://www.instagram.com/,2025-03-25 16:14:15,  mobile,UK
S0004274,U006271,,/checkout  ,https://www.instagram.com/,2025-08-07 07:43:04,desktop, US 
S0005572,U004601,C00597,/category/lighting,https://www.google.com/,2024-07-30 08:02:36,mobile,India
S0003777,U005379,C00468,/category/kitchen,https://www.google.com/,2024-08-23 10:17:33,mobile,US
S0001466,U002799,,/category/bath,,2024-07-02 05:26:21,mobile,  US
S0007911,U002442,,/home,http://www.facebook.com/,2024-04-19 19:52:23,desktop,UNITED STATES
S0005600,U009891,,/search?q=chair,,2025-03-12 08:30:22,tablet,usa
S0000145,U003967,C00588,/product/0691,,2025-08-20 13:13:15,mobile,US
S0007661,U003898,C00489,/cart ,http://www.google.com/,2024-03-04 18:21:51,mobile ,US
S0008489,U002118,C00489,/CART,,2025-06-24 06:33:03,mobile,US
S0008581,U009489,C00759,/product/2071,http://partnerblog.example.com/,2025-10-02 03:09:46,mobile,    US  
S0000002,,C00005,/category/outdoor,https://www.facebook.com/,2024-07-24 17:35:59,mobile,usa   
S0003953,U004292,,/category/storage,https://www.google.com/,2025-12-05 08:28:29,desktop,US
S0005707,U007391,,/home,https://www.google.com/,2025-08-15 07:57:09,mobile,US
S0004365,U006316,,/product/0249,https://partnerblog.example.com/,2024-05-26 11:39:43,mobile,US
S0004844,,C00759,/product/0084,,2025-07-03 11:29:49,mobile,US
S0008002,U006395,,/category/outdoor,https://partnerblog.example.com/,2024-05-09 10:45:45,mobile,USA
S0000808,,C00217,/home,,2025-10-31 19:45:00,desktop,US
S0003378,U009129,,/checkout,https://www.facebook.com/,2025-04-28 14:21:53,desktop,US
S0006371,U000461,C00477,/search?q=vase,,2025-12-31 20:36:58,mobile,US
S0005060,U006948,,/product/1988,https://www.google.com/,2024-02-11 08:17:31,desktop,France
S0007279,U000989,,/product/0770,,2024-01-30 19:15:44,mobile,United States
S0002416,U001550,,/category/office,https://www.google.com/,2024-09-10 19:38:47,tablet,US
S0005167,,,/PRODUCT/1567,,2024-06-15 16:55:52,mobile,usa
S0007424,U007513,C00063,/search?q=plant stand,,2024-10-06 00:59:08,mobile,US
S0001799,U004741,C00159,/product/1743,https://www.google.com/,2025-07-17 23:45:00,mobile,US
S0009005,,C00527,/checkout,,2025-01-20 19:30:20,mobile,Canada
S0003784,,C00312,/home,,2024-07-31 18:54:17,mobile,US
S0009499,U002145,,/category/bedroom,http://partnerblog.example.com/,2024-10-08 00:04:07,mobile,united states
S0007776,U005281,C00360,/search?q=vase,https://partnerblog.example.com/,2024-03-20 05:46:47,desktop,United Kingdom
S0001952,,C00585,/home,https://t.co/,2025-12-09 06:44:04,mobile,US
S0008171,U001097,C00592,/product/0409,,2024-12-07 17:52:02,mobile,UK
S0009078,U009661,,/home,https://www.google.com/,2025-04-27 17:18:36,desktop,CA
S0005221,U009593,,/category/sale,https://www.google.com/,2025-10-19 03:25:32,DESKTOP,US
S0004745,U002758,C00174,/checkout,,2025-02-22 15:03:07,mobile,US
S0007906,U000147,,/home,,2025-04-21 10:22:15,mobile,DE
S0001652,,C00431,/cart,,2025-03-31 09:13:50,desktop,Australia
S0007213,U005847,,/search?q=plant stand,,2025-07-02 18:18:55,mobile,US
S0003640,U005164,C00778,/checkout,https://partnerblog.example.com/,2024-09-23 17:51:43,desktop,US
S0001027,U002225,C00654,/checkout,,2024-02-27 11:46:32,mobile,US
S0006245,U009347,C00050,/product/1414,https://partnerblog.example.com/,2025-09-16 21:49:56,desktop,US
S0003435,,,/cart,https://www.instagram.com/,2024-04-28 17:38:49,mobile,usa
S0000144,,,/home,https://www.google.com/,,mobile,US
