session_id,user_id,campaign_id,page_url,referrer_url,timestamp,device_type,country
S0000939,U003651,C00566,/home,https://www.bing.com/,,mobile,United States
S0007689,U004168,,/product/2479,https://www.bing.com/,6/2/24 10:37,mobile,Mexico
S0002989,,C00217,/category/storage,,6/5/24 0:11,mobile,United States
S0004652,,,/home,,11/19/25 20:18,mobile,United States
S0002142,U006787,,/category/kitchen,,8/16/25 6:39,mobile,United States
S0007875,U002041,C00555,/category/kitchen,http://www.google.com/,4/2/24 20:34,desktop,United States
S0008681,,,/product/1932,https://www.instagram.com/,7/31/25 22:05,desktop,United States
S0003445,U007310,C00814,/product/2254,https://www.instagram.com/,12/28/25 17:46,mobile,United States
S0000488,U007808,,/cart,,10/4/25 20:58,mobile,United States
S0004919,U004347,,/category/kitchen,,7/25/24 20:40,mobile,United States
S0005441,U001171,C00094,/product/2590,https://www.bing.com/,9/22/24 6:27,desktop,United States
S0004981,U004124,C00217,/category/sale,https://www.google.com/,3/27/25 4:15,mobile,United States
S0008617,U000840,,/home,https://www.bing.com/,1/23/24 7:00,mobile,United States
S0005170,U007200,,/returns,https://www.pinterest.com/,9/30/25 11:26,desktop,United States
S0004664,,C00252,/home,https://www.google.com/,1/12/25 21:59,mobile,United States
S0007584,U004714,,/home,,1/13/25 6:21,mobile,India
S0008045,U007915,C00252,/checkout,https://www.google.com/,12/21/24 8:13,desktop,United States
S0000506,U003485,,/checkout,https://www.facebook.com/,8/10/24 11:38,desktop,United States
S0006680,,,/product/2431,https://mail.google.com/,11/28/25 20:50,mobile,Australia
S0002706,,C00504,/product/1001,,8/5/25 15:23,mobile,France
S0003326,U009316,C00094,/product/2365,https://www.facebook.com/,10/13/24 6:52,mobile,Canada
S0005341,U000396,C00239,/category/storage,https://www.instagram.com/,8/3/25 21:14,desktop,Brazil
S0001688,,,/home,https://partnerblog.example.com/,5/25/25 5:05,mobile,United States
S0008952,U002614,C00654,/cart,https://t.co/,4/15/24 20:40,mobile,United States
S0007414,,,/home,,12/28/24 5:01,desktop,Canada
S0004102,U006169,C00489,/cart,https://www.facebook.com/,9/14/24 8:27,mobile,United Kingdom
S0000044,,C00360,/checkout,https://www.google.com/,6/27/24 14:14,mobile,Canada
S0003746,U000859,C00063,/category/kitchen,,1/3/25 3:39,tablet,United States
S0008951,U009306,,/cart,,9/2/24 3:20,mobile,Canada
S0005553,U000963,C00215,/category/decor,https://www.facebook.com/,12/23/24 0:25,mobile,United States
S0008407,U009067,C00515,/wishlist,https://www.facebook.com/,1/5/25 6:53,mobile,United States
S0008215,,C00651,/home,https://www.google.com/,10/6/25 8:52,mobile,United States
S0006267,U009294,,/home,,6/28/24 5:29,mobile,United States
S0002356,U005542,,/search?q=plant stand,https://partnerblog.example.com/,8/16/24 4:58,desktop,United States
S0005467,U006369,C00044,/category/bedroom,https://partnerblog.example.com/,11/5/24 17:06,mobile,United States
S0008577,U005878,,/account,,3/29/25 10:43,mobile,United States
S0002962,U003328,,/home,,8/31/25 18:08,desktop,United States
S0005942,U006310,C00805,/product/1868,,12/20/25 23:02,mobile,United States
S0008984,,,/home,,4/4/24 4:38,desktop,United States
S0001926,U009860,C00136,/product/0479,https://partnerblog.example.com/,8/16/25 8:12,mobile,United States
S0006513,U007128,,/product/2173,http://partnerblog.example.com/,9/30/25 8:50,desktop,United States
S0000850,U000900,C00808,/product/0669,,3/24/24 3:06,mobile,United States
S0005328,U008617,C00063,/checkout,http://t.co/,10/20/24 23:20,mobile,United States
S0002595,U007310,C00814,/home,,2/11/25 16:14,desktop,United States
S0005426,,C00476,/product/2275,,4/7/25 16:22,mobile,Canada
S0005843,U003396,C00087,/home,https://www.instagram.com/,6/2/25 13:41,mobile,United States
S0005282,U000741,C00163,/product/0360,,12/31/25 21:28,mobile,United States
S0008192,U001659,,/home,https://www.pinterest.com/,11/29/24 8:58,desktop,United States
S0005811,U005824,,/home,https://www.google.com/,10/20/25 13:34,desktop,United States
S0001587,U009729,C00163,/product/1892,https://www.instagram.com/,10/26/25 16:25,mobile,United States
S0008945,,C00645,/home,https://www.google.com/,1/11/25 0:46,desktop,United States
S0009355,U002195,C00174,/product/0743,,7/27/25 17:01,mobile,Mexico
S0009771,U008990,,/product/1783,https://www.facebook.com/,10/14/25 1:26,mobile,United States
S0005271,U003636,C00662,/home,,1/29/24 0:43,mobile,Brazil
S0009425,U002787,,/product/2012,,9/12/24 10:43,mobile,United States
S0002355,U003082,,/product/0175,https://www.facebook.com/,5/21/25 12:45,desktop,United States
S0001598,,,/checkout,,6/13/25 3:08,mobile,United States
S0004589,U003055,,/home,,2/14/24 16:12,desktop,United States
S0007544,U009154,,/product/2344,,7/9/25 4:12,mobile,United States
S0009031,U003534,,/home,,4/17/25 2:27,mobile,United States
S0009543,U001098,,/home,,12/14/24 9:07,desktop,United States
S0002187,U004605,C00169,/home,http://partnerblog.example.com/,,mobile,United Kingdom
S0008269,U004418,,/category/bath,https://www.google.com/,9/24/25 10:07,mobile,United States
S0001364,U007620,,/cart,https://www.bing.com/,6/10/24 12:27,desktop,United Kingdom
S0005261,U002093,C00087,/search?q=blanket,,,mobile,United States
S0000141,U000611,,/returns,,9/9/24 16:07,mobile,United States
S0004193,U008924,C00582,/product/1419,https://mail.google.com/,3/25/24 11:07,desktop,United States
S0007354,U005303,C00588,/product/2478,https://www.google.com/,4/1/24 4:13,mobile,France
S0006200,U005434,C00217,/product/0860,,5/9/25 17:49,desktop,United States
S0000607,U009882,,/product/0649,,1/8/26 10:32,mobile,Canada
S0001733,,C00346,/category/bath,http://partnerblog.example.com/,8/25/25 23:54,desktop,United States
S0001863,U000656,,/home,https://www.instagram.com/,2/24/25 18:02,mobile,United States
S0008480,U004522,C00012,/product/0824,,5/2/25 19:44,mobile,United States
S0008650,U001831,C00140,/product/2513,https://partnerblog.example.com/,11/18/24 0:00,mobile,United States
S0000108,U009316,,/cart,,7/27/24 8:37,desktop,United States
S0005171,U004706,C00102,/home,https://www.google.com/,9/27/25 7:20,mobile,United States
S0007196,U000082,,/category/decor,https://www.pinterest.com/,12/30/25 3:32,desktop,United States
S0002771,U000304,C00566,/category/bedroom,,9/12/25 16:16,desktop,United States
S0007153,U006754,,/category/office,https://www.instagram.com/,1/15/24 23:14,mobile,India
S0002588,,C00494,/product/1930,https://www.facebook.com/,12/9/24 21:31,desktop,United States
S0003687,U009834,C00178,/category/storage,,2/10/24 13:08,mobile,United States
S0001915,U003948,C00217,/home,http://www.facebook.com/,7/19/25 9:34,mobile,Mexico
S0004061,U006413,C00622,/product/0487,https://partnerblog.example.com/,5/26/25 22:36,mobile,United States
S0008085,U007164,C00759,/product/0261,,5/13/24 7:47,mobile,Mexico
S0000613,U001929,C00499,/product/1831,https://www.google.com/,5/8/25 10:46,mobile,Germany
S0006741,U006417,C00496,/product/0888,https://mail.google.com/,9/19/24 13:07,mobile,United States
S0006949,,C00691,/search?q=rug,https://www.google.com/,3/17/25 0:08,desktop,Canada
S0002963,U000386,C00153,/category/storage,https://www.google.com/,3/23/24 3:18,mobile,United States
S0007994,,C00495,/checkout,https://www.facebook.com/,8/17/24 10:04,mobile,United States
S0009173,U006214,,/product/0894,https://www.bing.com/,7/2/25 22:52,desktop,Germany
S0006998,U007032,C00585,/product/0319,,11/9/24 12:17,desktop,United States
S0003714,U003306,C00255,/category/kitchen,,1/13/26 22:12,desktop,Canada
S0007959,,C00566,/search?q=blanket,http://www.google.com/,2/19/24 23:39,mobile,Mexico
S0002097,,C00215,/home,https://partnerblog.example.com/,7/12/24 21:10,desktop,United States
S0007317,U006914,,/product/0730,https://www.facebook.com/,10/20/24 19:53,mobile,United States
S0005280,U002640,C00789,/product/0879,,4/2/24 18:52,desktop,United States
S0005131,U003838,C00798,/category/decor,https://www.google.com/,4/14/24 13:49,mobile,Brazil
S0005276,,C00605,/category/storage,https://mail.google.com/,4/9/25 20:22,desktop,United States
S0007502,,C00630,/category/bedroom,,5/12/24 16:47,mobile,United States
S0002062,U001943,C00136,/product/2283,,6/15/25 17:40,tablet,United States
S0004645,U002225,C00538,/checkout,,8/6/24 0:04,desktop,United States
S0005783,U008622,,/search?q=blanket,,4/27/25 4:38,mobile,United States
S0003848,U000046,C00759,/product/0748,,12/7/24 11:37,mobile,Australia
S0007421,,C00477,/checkout,https://www.instagram.com/,6/21/24 6:13,desktop,Australia
S0006883,U002699,C00420,/home,https://www.google.com/,11/1/24 1:27,mobile,United States
S0003742,,,/product/1908,https://www.instagram.com/,3/15/24 4:38,mobile,India
S0009613,U007347,C00087,/product/1260,https://www.facebook.com/,8/11/25 7:24,mobile,Germany
S0002986,,C00300,/category/office,https://www.instagram.com/,5/28/24 2:06,tablet,United States
S0001107,,,/account,https://www.pinterest.com/,7/13/24 10:52,desktop,United States
S0009361,U007758,C00217,/home,https://www.google.com/,12/6/24 0:12,mobile,United States
S0006823,,,/home,https://partnerblog.example.com/,7/16/25 2:17,mobile,United States
S0001593,U004949,,/returns,https://partnerblog.example.com/,3/20/25 2:46,desktop,Canada
S0008933,U008444,C00087,/search?q=rug,,6/14/25 3:28,desktop,Canada
S0008950,U007257,C00151,/home,,9/5/25 21:43,mobile,Mexico
S0005288,U008493,,/category/bedroom,https://partnerblog.example.com/,6/30/25 1:16,mobile,United States
S0006511,U007575,C00426,/cart,https://partnerblog.example.com/,6/6/24 4:43,mobile,United States
S0006752,,,/home,https://www.facebook.com/,10/18/25 17:25,desktop,Mexico
S0003213,U008079,C00056,/home,https://www.facebook.com/,12/17/25 9:08,mobile,United States
S0009369,,,/product/1311,https://www.instagram.com/,9/17/25 5:23,mobile,United States
S0008726,U004306,,/home,https://www.facebook.com/,7/7/24 13:57,mobile,United States
S0001649,U003905,C00346,/category/new,https://www.google.com/,5/8/24 5:41,desktop,United States
S0006330,,,/checkout,,3/16/25 15:51,desktop,United States
S0001658,U009472,C00281,/product/1725,,2/22/25 2:29,desktop,United States
S0007843,U004756,C00153,/product/0665,https://www.facebook.com/,6/22/24 17:26,mobile,Canada
S0004342,U002093,C00153,/product/1650,https://www.facebook.com/,1/23/25 16:02,mobile,United States
S0002344,U003000,C00640,/category/sale,https://www.facebook.com/,4/29/24 1:49,mobile,United States
S0000620,U003118,,/category/outdoor,,9/8/24 9:31,mobile,Mexico
S0001139,U003126,,/product/0240,,1/9/26 13:51,mobile,United States
S0002467,U001176,C00174,/checkout,,7/25/25 10:59,desktop,United States
S0007684,U005878,C00102,/product/0535,,10/12/24 18:58,desktop,Canada
S0001086,U000737,C00146,/home,https://www.google.com/,3/25/24 21:26,mobile,United States
S0005861,U009898,C00566,/home,https://www.bing.com/,5/1/25 12:34,mobile,India
S0000826,U003205,C00094,/cart,,10/3/24 20:08,mobile,United States
S0002093,,,/category/storage,,3/15/25 12:36,mobile,United States
S0003579,U000279,C00087,/category/lighting,,9/9/25 1:46,mobile,United Kingdom
S0007087,U003083,C00662,/search?q=blanket,,2/19/24 18:47,mobile,Mexico
S0009722,U001587,C00661,/product/1837,,7/18/25 14:07,desktop,Canada
S0008453,U007190,C00100,/product/0851,,7/3/24 4:28,mobile,United Kingdom
S0000191,U007246,C00005,/checkout,https://www.instagram.com/,12/9/24 0:29,tablet,Brazil
S0004811,,,/cart,https://www.bing.com/,5/18/24 22:03,mobile,Australia
S0003416,U004620,,/search?q=mug,https://www.google.com/,10/7/25 21:53,desktop,Canada
S0001473,U009306,,/search?q=cutting+board,https://mail.google.com/,12/9/25 16:15,mobile,United States
S0001997,,C00425,/product/1458,,12/31/25 5:57,mobile,United States
S0007411,U000699,,/product/2120,https://mail.google.com/,2/24/25 11:28,mobile,United States
S0008583,U007331,,/product/2328,https://www.google.com/,5/18/24 20:35,mobile,United States
S0004493,,C00622,/product/0864,,1/28/25 5:19,mobile,United States
S0008464,U006641,,/search?q=storage bins,,10/11/24 5:53,mobile,India
S0003856,U002403,,/search?q=chair,https://partnerblog.example.com/,9/14/24 4:50,mobile,United States
S0006415,,C00651,/home,https://mail.google.com/,6/19/25 21:00,mobile,United States
S0005125,U005847,C00504,/category/office,,11/19/24 14:08,mobile,United States
S0009248,,C00496,/cart,https://www.facebook.com/,7/24/25 22:53,mobile,United States
S0004682,,,/category/storage,https://www.google.com/,4/3/25 19:13,mobile,United States
S0000974,,C00703,/home,,11/20/25 15:17,desktop,Mexico
S0007496,U004842,,/product/0280,https://www.google.com/,3/30/24 6:37,mobile,United States
S0001215,U006563,,/search?q=rug,https://t.co/,1/13/25 11:20,mobile,United States
S0002540,,,/category/decor,https://www.google.com/,5/18/24 17:09,mobile,United States
S0001908,U000900,C00087,/category/decor,https://www.google.com/,5/3/24 9:47,mobile,France
S0005950,U007140,,/home,https://www.instagram.com/,3/25/25 16:14,mobile,United Kingdom
S0004274,U006271,,/checkout,https://www.instagram.com/,8/7/25 7:43,desktop,United States
S0005572,U004601,C00597,/category/lighting,https://www.google.com/,7/30/24 8:02,mobile,India
S0003777,U005379,C00468,/category/kitchen,https://www.google.com/,8/23/24 10:17,mobile,United States
S0001466,U002799,,/category/bath,,7/2/24 5:26,mobile,United States
S0007911,U002442,,/home,http://www.facebook.com/,4/19/24 19:52,desktop,United States
S0005600,U009891,,/search?q=chair,,3/12/25 8:30,tablet,United States
S0000145,U003967,C00588,/product/0691,,8/20/25 13:13,mobile,United States
S0007661,U003898,C00489,/cart,http://www.google.com/,3/4/24 18:21,mobile,United States
S0008489,U002118,C00489,/cart,,6/24/25 6:33,mobile,United States
S0008581,U009489,C00759,/product/2071,http://partnerblog.example.com/,10/2/25 3:09,mobile,United States
S0000002,,C00005,/category/outdoor,https://www.facebook.com/,7/24/24 17:35,mobile,United States
S0003953,U004292,,/category/storage,https://www.google.com/,12/5/25 8:28,desktop,United States
S0005707,U007391,,/home,https://www.google.com/,8/15/25 7:57,mobile,United States
S0004365,U006316,,/product/0249,https://partnerblog.example.com/,5/26/24 11:39,mobile,United States
S0004844,,C00759,/product/0084,,7/3/25 11:29,mobile,United States
S0008002,U006395,,/category/outdoor,https://partnerblog.example.com/,5/9/24 10:45,mobile,United States
S0000808,,C00217,/home,,10/31/25 19:45,desktop,United States
S0003378,U009129,,/checkout,https://www.facebook.com/,4/28/25 14:21,desktop,United States
S0006371,U000461,C00477,/search?q=vase,,12/31/25 20:36,mobile,United States
S0005060,U006948,,/product/1988,https://www.google.com/,2/11/24 8:17,desktop,France
S0007279,U000989,,/product/0770,,1/30/24 19:15,mobile,United States
S0002416,U001550,,/category/office,https://www.google.com/,9/10/24 19:38,tablet,United States
S0005167,,,/product/1567,,6/15/24 16:55,mobile,United States
S0007424,U007513,C00063,/search?q=plant stand,,10/6/24 0:59,mobile,United States
S0001799,U004741,C00159,/product/1743,https://www.google.com/,7/17/25 23:45,mobile,United States
S0009005,,C00527,/checkout,,1/20/25 19:30,mobile,Canada
S0003784,,C00312,/home,,7/31/24 18:54,mobile,United States
S0009499,U002145,,/category/bedroom,http://partnerblog.example.com/,10/8/24 0:04,mobile,United States
S0007776,U005281,C00360,/search?q=vase,https://partnerblog.example.com/,3/20/24 5:46,desktop,United Kingdom
S0001952,,C00585,/home,https://t.co/,12/9/25 6:44,mobile,United States
S0008171,U001097,C00592,/product/0409,,12/7/24 17:52,mobile,United Kingdom
S0009078,U009661,,/home,https://www.google.com/,4/27/25 17:18,desktop,Canada
S0005221,U009593,,/category/sale,https://www.google.com/,10/19/25 3:25,desktop,United States
S0004745,U002758,C00174,/checkout,,2/22/25 15:03,mobile,United States
S0007906,U000147,,/home,,4/21/25 10:22,mobile,Germany
S0001652,,C00431,/cart,,3/31/25 9:13,desktop,Australia
S0007213,U005847,,/search?q=plant stand,,7/2/25 18:18,mobile,United States
S0003640,U005164,C00778,/checkout,https://partnerblog.example.com/,9/23/24 17:51,desktop,United States
S0001027,U002225,C00654,/checkout,,2/27/24 11:46,mobile,United States
S0006245,U009347,C00050,/product/1414,https://partnerblog.example.com/,9/16/25 21:49,desktop,United States
S0003435,,,/cart,https://www.instagram.com/,4/28/24 17:38,mobile,United States
S0000144,,,/home,https://www.google.com/,,mobile,United States
S0002185,U002443,C00440,/category/kitchen,https://www.google.com/,5/8/25 6:33,mobile,United States
S0002612,U008838,C00102,/home,https://www.facebook.com/,12/15/24 15:43,mobile,United States
S0006343,U003939,,/home,,12/3/24 1:45,desktop,United States
S0001554,U004637,,/help,https://www.google.com/,,mobile,United States
S0002735,,,/category/bath,https://mail.google.com/,12/31/25 22:07,mobile,United States
S0008441,U003418,,/home,,12/10/25 18:18,mobile,United States
S0003895,U000572,,/checkout,https://mail.google.com/,2/11/25 10:25,mobile,United States
S0000090,U001789,C00346,/home,https://www.facebook.com/,1/30/25 1:48,mobile,Brazil
S0002219,U009635,,/product/1026,https://www.bing.com/,7/11/24 21:30,desktop,United States
S0002525,U006427,C00496,/product/0613,,8/4/24 21:21,mobile,France
S0006788,U005226,C00153,/product/1643,https://www.google.com/,9/27/24 4:05,mobile,Mexico
S0001953,U007030,,/search?q=cutting+board,,3/28/24 12:15,mobile,United States
S0001417,U004245,C00146,/category/outdoor,https://www.instagram.com/,3/16/24 9:08,desktop,United States
S0001466,U002799,,/product/2487,https://www.google.com/,7/2/24 5:26,mobile,United States
S0006907,U009177,,/search?q=lamp,https://www.facebook.com/,10/19/24 5:37,tablet,United States
S0008970,U002637,,/search?q=vase,https://www.bing.com/,,desktop,United States
S0004556,,C00346,/category/kitchen,https://www.google.com/,3/25/25 7:45,desktop,United Kingdom
S0002477,,C00004,/checkout,https://t.co/,8/24/25 1:50,mobile,United States
S0005841,,C00427,/product/1483,,4/24/25 23:10,mobile,Australia
S0002325,,C00450,/category/sale,https://www.facebook.com/,3/12/25 11:59,desktop,Canada
S0001202,U007306,,/category/sale,https://www.google.com/,8/29/25 12:22,desktop,United States
S0005959,U007177,C00281,/product/0808,https://t.co/,11/17/24 13:41,desktop,India
S0008607,U003921,,/category/decor,https://mail.google.com/,4/27/25 5:24,mobile,United States
S0000996,U002806,C00777,/returns,,1/15/25 18:48,mobile,Canada
